Year,Competition,0,1,2,3,4,5,6,7
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,India Wilson,Birmingham Uni,215.0,193.0,408,3.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Laura Hutchinson,Loughborough Uni,183.0,219.0,402,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Georgia Thirtle,Portsmouth Uni,205.0,193.0,398,6.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Alyssa Porter,York Uni,193.0,203.0,396,3.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,May Duncan,St Andrews Uni,219.0,173.0,392,4.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Ieva DikÅ¡aitytÄ,Bath Uni,174.0,207.0,381,4.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Juliet Spedding,Liverpool Uni,177.0,199.0,376,3.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Elizabeth Barnes,Portsmouth Uni,184.0,188.0,372,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Essi Peuhkuri,Nottingham Trent Uni,204.0,168.0,372,1.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Yasmin Beladaci,Sheffield Uni,187.0,154.0,341,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Abbie Smeaton,Uni of Abertay Dundee,155.0,179.0,334,4.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Gemma Rumsey,Derby Uni,183.0,142.0,325,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Maddie Speed,Exeter Uni,177.0,143.0,320,4.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Bogna Stolarska,Edinburgh Uni,168.0,150.0,318,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Caroline Forest,Dundee Uni,158.0,149.0,307,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Danielle Evans,Surrey Uni,149.0,155.0,304,3.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Lauren Hemmings,Nottingham Uni,138.0,145.0,283,0.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Kate Stanton,Newcastle Uni,137.0,85.0,222,2.0
2017,BUCS Indoors Finals 2017,WA 18m,Barebow Women,Megan Salfairso,Birmingham Uni,,,DNS,
