"File","Sheet","Year","Competition","Pos.","Athlete","Round1","X.1","Round2","X.2","Tot.","X10","X9","Sex","Age","Style","Hits","Golds","Round_type"
"Hampshire_indoors_WA18_2026.xlsx","IQMC","2026","Hampshire_indoors_WA18","21","TANDY James","267","23","269","21","536","10","36","M","","C",NA,"46","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQMC","2026","Hampshire_indoors_WA18","22","MARTIN Woody","270","20","263","23","533","11","34","M","","C",NA,"45","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQMC","2026","Hampshire_indoors_WA18","23","WELLINGTON Matthew","267","22","264","22","531","11","31","M","","C",NA,"42","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWC","2026","Hampshire_indoors_WA18","1","SCOTT Chloe","289","2","288","1","577","37","12","W","","C",NA,"49","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWC","2026","Hampshire_indoors_WA18","2","SCOTT Chloe","291","1","282","5","573","33","27","W","","C",NA,"60","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWC","2026","Hampshire_indoors_WA18","3","LOADER Vicky","288","3","284","2","572","32","28","W","","C",NA,"60","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWC","2026","Hampshire_indoors_WA18","4","GRAY Zoe","281","4","283","3","564","25","34","W","","C",NA,"59","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWC","2026","Hampshire_indoors_WA18","5","GRAY Zoe","281","5","282","4","563","25","34","W","","C",NA,"59","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWC","2026","Hampshire_indoors_WA18","6","MITCHELL Hannah","269","6","257","7","526","12","35","W","","C",NA,"47","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWC","2026","Hampshire_indoors_WA18","7","HURRELL Eva","242","9","261","6","503","6","23","W","","C",NA,"29","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWC","2026","Hampshire_indoors_WA18","8","WITHAM Gen","245","8","247","8","492","6","26","W","","C",NA,"32","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWC","2026","Hampshire_indoors_WA18","9","HURRELL Eva","250","7","240","9","490","1","36","W","","C",NA,"37","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWC","2026","Hampshire_indoors_WA18","10","WITHAM Gen","235","10","232","10","467","3","23","W","","C",NA,"26","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","1","SIMPSON Colin","289","1","287","3","576","36","24","M","50","C",NA,"60","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","2","SIMPSON Colin","286","3","289","2","575","35","25","M","50","C",NA,"60","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","3","SCOTT Andrew","288","2","283","6","571","31","29","M","50","C",NA,"60","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","3","SCOTT Andrew","281","7","290","1","571","31","29","M","50","C",NA,"60","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","5","ROCHA Francis","283","4","287","3","570","30","30","M","50","C",NA,"60","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","6","ROCHA Francis","277","10","286","5","563","24","35","M","50","C",NA,"59","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","7","MINTER David","282","5","277","8","559","19","41","M","50","C",NA,"60","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","8","MINTER David","281","6","276","11","557","19","39","M","50","C",NA,"58","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","9","GRACE Lee","280","8","277","8","557","18","41","M","50","C",NA,"59","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","10","GRACE Lee","278","9","276","10","554","17","41","M","50","C",NA,"58","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","11","THOMAS-PRAUSE Gareth","276","11","278","7","554","15","44","M","50","C",NA,"59","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","12","MISTRY Danny","269","12","251","13","520","10","39","M","50","C",NA,"49","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","13","STUCKEY Richard","254","13","248","14","502","4","36","M","50","C",NA,"40","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","14","STUCKEY Richard","251","14","247","15","498","3","40","M","50","C",NA,"43","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","15","CHESHIRE Keith","241","15","253","12","494","3","31","M","50","C",NA,"34","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+C","2026","Hampshire_indoors_WA18","16","CHESHIRE Keith","229","16","235","16","464","2","29","M","50","C",NA,"31","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQW50+C","2026","Hampshire_indoors_WA18","1","NEWSOM Demelza","261","1","263","1","524","9","34","W","50","C",NA,"43","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQW50+C","2026","Hampshire_indoors_WA18","2","NEWSOM Demelza","252","2","257","2","509","9","29","W","50","C",NA,"38","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQW50+C","2026","Hampshire_indoors_WA18","3","MISTRY Indira","248","3","246","4","494","5","27","W","50","C",NA,"32","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQW50+C","2026","Hampshire_indoors_WA18","4","MISTRY Indira","238","4","246","3","484","6","27","W","50","C",NA,"33","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQMB","2026","Hampshire_indoors_WA18","1","WYATT Stephen","251","1","260","1","511","21","10","M","","B",NA,"31","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQMB","2026","Hampshire_indoors_WA18","2","FRENCH Harry","235","2","230","3","465","10","14","M","","B",NA,"24","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQMB","2026","Hampshire_indoors_WA18","3","MILNE Ciaron","217","3","234","2","451","7","10","M","","B",NA,"17","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQMB","2026","Hampshire_indoors_WA18","4","BACON Andrew","148","4","142","4","290","0","3","M","","B",NA,"3","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWB","2026","Hampshire_indoors_WA18","1","DUNN Nuala","242","1","236","1","478","9","11","W","","B",NA,"20","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWB","2026","Hampshire_indoors_WA18","2","DUNN Nuala","228","2","231","2","459","9","9","W","","B",NA,"18","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWB","2026","Hampshire_indoors_WA18","3","HOTCHKISS Pat","187","4","180","3","367","2","7","W","","B",NA,"9","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWB","2026","Hampshire_indoors_WA18","4","HOTCHKISS Pat","192","3","158","4","350","6","4","W","","B",NA,"10","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWU18B","2026","Hampshire_indoors_WA18","1","SMITH Holly","215","1","212","1","427","3","7","W","U18","B",NA,"10","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWU16B","2026","Hampshire_indoors_WA18","1","REESE Isabel","252","1","252","1","504","12","16","W","U16","B",NA,"28","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWU16B","2026","Hampshire_indoors_WA18","2","REESE Isabel","231","2","251","2","482","5","19","W","U16","B",NA,"24","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQWU16B","2026","Hampshire_indoors_WA18","3","NIGHTINGALE Emily","174","3","195","3","369","5","3","W","U16","B",NA,"8","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+B","2026","Hampshire_indoors_WA18","1","BARNETT Mike","244","3","269","1","513","12","15","M","50","B",NA,"27","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+B","2026","Hampshire_indoors_WA18","2","BURROWS Mike","263","1","239","5","502","14","18","M","50","B",NA,"32","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+B","2026","Hampshire_indoors_WA18","3","SHEPHARD Simon","252","2","246","3","498","12","16","M","50","B",NA,"28","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+B","2026","Hampshire_indoors_WA18","4","BURROWS Mike","242","4","251","2","493","9","15","M","50","B",NA,"24","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+B","2026","Hampshire_indoors_WA18","5","BARNETT Mike","234","6","238","6","472","8","16","M","50","B",NA,"24","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+B","2026","Hampshire_indoors_WA18","6","GRAHAM Paul","236","5","232","9","468","9","14","M","50","B",NA,"23","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+B","2026","Hampshire_indoors_WA18","7","WOOLCOTT Tim","219","7","234","8","453","10","14","M","50","B",NA,"24","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+B","2026","Hampshire_indoors_WA18","8","HEATHCOTE Richard","208","9","242","4","450","6","14","M","50","B",NA,"20","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+B","2026","Hampshire_indoors_WA18","9","ASHBY John","212","8","237","7","449","7","13","M","50","B",NA,"20","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+B","2026","Hampshire_indoors_WA18","10","GRAHAM Paul","205","10","226","10","431","4","13","M","50","B",NA,"17","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+B","2026","Hampshire_indoors_WA18","11","DOWN Alan","189","11","205","11","394","3","8","M","50","B",NA,"11","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+B","2026","Hampshire_indoors_WA18","12","DOWN Alan","169","12","175","12","344","2","3","M","50","B",NA,"5","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQW50+B","2026","Hampshire_indoors_WA18","1","WAUGH Laurie","228","1","216","2","444","8","2","W","50","B",NA,"10","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQW50+B","2026","Hampshire_indoors_WA18","2","WAUGH Laurie","208","2","232","1","440","8","13","W","50","B",NA,"21","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQML","2026","Hampshire_indoors_WA18","1","REESE Brendan","222","1","222","1","444","3","20","M","","L",NA,"23","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQML","2026","Hampshire_indoors_WA18","2","REESE Brendan","211","2","214","2","425","2","11","M","","L",NA,"13","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+L","2026","Hampshire_indoors_WA18","1","HOLDSWORTH Geoff","187","2","182","1","369","3","3","M","50","L",NA,"6","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+L","2026","Hampshire_indoors_WA18","2","GREGORY Richard","201","1","163","3","364","3","5","M","50","L",NA,"8","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+L","2026","Hampshire_indoors_WA18","3","GREGORY Richard","180","3","174","2","354","2","4","M","50","L",NA,"6","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+L","2026","Hampshire_indoors_WA18","4","HOLDSWORTH Geoff","177","4","158","4","335","5","5","M","50","L",NA,"10","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+L","2026","Hampshire_indoors_WA18","5","JONES Adrian","144","5","121","6","265","1","4","M","50","L",NA,"5","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+L","2026","Hampshire_indoors_WA18","6","JONES Adrian","132","6","127","5","259","1","0","M","50","L",NA,"1","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+L","2026","Hampshire_indoors_WA18","7","YATES Steve","131","7","116","8","247","2","6","M","50","L",NA,"8","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQM50+L","2026","Hampshire_indoors_WA18","8","YATES Steve","115","8","118","7","233","3","1","M","50","L",NA,"4","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQW50+L","2026","Hampshire_indoors_WA18","1","EDGELEY Llinos","169","1","153","2","322","1","6","W","50","L",NA,"7","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQW50+L","2026","Hampshire_indoors_WA18","2","EDGELEY Llinos","154","2","132","3","286","2","2","W","50","L",NA,"4","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQW50+L","2026","Hampshire_indoors_WA18","3","YATES Rose","129","4","153","1","282","2","6","W","50","L",NA,"8","WA18"
"Hampshire_indoors_WA18_2026.xlsx","IQW50+L","2026","Hampshire_indoors_WA18","4","YATES Rose","147","3","100","4","247","0","3","W","50","L",NA,"3","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","1","DONALDSON Cameron","281","1","285","1","566","32","23","M","","R",NA,"55","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","2","NOWICKI Matthew","274","2","279","2","553","23","28","M","","R",NA,"51","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","3","NICHOLSON Paul","271","3","274","3","545","18","33","M","","R",NA,"51","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","4","INGRAM Richard","267","4","267","4","534","20","19","M","","R",NA,"39","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","5","NICHOLSON Paul","265","5","266","5","531","17","28","M","","R",NA,"45","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","6","DONALDSON Gary","264","6","253","7","517","17","24","M","","R",NA,"41","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","7","NILSSON Mike","263","8","246","9","509","11","20","M","","R",NA,"31","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","8","JARRED Paul","244","10","256","6","500","14","18","M","","R",NA,"32","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","9","SYKES Simon","242","11","252","8","494","14","20","M","","R",NA,"34","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","10","FORBES Rod","259","9","234","11","493","12","23","M","","R",NA,"35","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","11","WHITTAKER Gavin","221","13","244","10","465","10","15","M","","R",NA,"25","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","12","FENWICK Brian","240","12","213","13","453","8","11","M","","R",NA,"19","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","13","HAWKER Lance","204","17","234","12","438","9","15","M","","R",NA,"24","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","14","HAWKER Lance","218","14","210","14","428","9","13","M","","R",NA,"22","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","15","DURSHAM Ray","204","16","188","15","392","6","13","M","","R",NA,"19","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","16","SMITH Alan","213","15","175","16","388","6","11","M","","R",NA,"17","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","17","EVANS Mark","160","18","165","17","325","4","10","M","","R",NA,"14","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMR","2018","Ivernia_Open-_18m_Fita_WRS","18","SCOTT Malcolm","264","7","7","18","271","10","9","M","","R",NA,"19","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQWR","2018","Ivernia_Open-_18m_Fita_WRS","1","MCGOVERN Claire","253","1","245","2","498","13","15","W","","R",NA,"28","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQWR","2018","Ivernia_Open-_18m_Fita_WRS","2","THORNTON Abby","222","2","250","1","472","6","17","W","","R",NA,"23","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMJR","2018","Ivernia_Open-_18m_Fita_WRS","1","BRADSHAW Ethan","244","1","237","1","481","7","22","M","Junior","R",NA,"29","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQWJR","2018","Ivernia_Open-_18m_Fita_WRS","1","SALMONS Naomi","195","1","194","1","389","5","10","W","Junior","R",NA,"15","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQWJR","2018","Ivernia_Open-_18m_Fita_WRS","2","HO Ciara","81","2","95","2","176","3","3","W","Junior","R",NA,"6","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","1","CARPENTER Adam","289","1","292","1","581","41","19","M","","C",NA,"60","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","2","THORN Graeme","283","2","281","3","564","25","34","M","","C",NA,"59","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","3","THORN Graeme","280","4","280","4","560","21","38","M","","C",NA,"59","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","4","TATE Anthony","280","3","278","5","558","20","37","M","","C",NA,"57","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","5","DUNCANSON Kevin","280","4","277","6","557","20","37","M","","C",NA,"57","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","6","CROW David","278","7","276","7","554","17","39","M","","C",NA,"56","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","7","REITH Tony","278","8","276","8","554","14","46","M","","C",NA,"60","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","8","CROW David","279","6","274","12","553","14","45","M","","C",NA,"59","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","9","SPEIGHT Mark","277","10","275","9","552","14","44","M","","C",NA,"58","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","10","COOPER Tony","275","12","274","11","549","14","41","M","","C",NA,"55","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","11","MCGOVERN Craig","273","16","274","10","547","16","37","M","","C",NA,"53","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","12","PEACOCK Anthony","274","14","273","13","547","13","41","M","","C",NA,"54","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","13","HULBERT Jez","276","11","267","14","543","17","37","M","","C",NA,"54","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","14","HO Eddie","273","15","262","16","535","13","39","M","","C",NA,"52","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","15","MOYSE Duncan","236","20","286","2","522","16","24","M","","C",NA,"40","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","16","COOPER Tony","255","18","266","15","521","16","28","M","","C",NA,"44","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","17","ARKWRIGHT Mike","259","17","247","18","506","5","33","M","","C",NA,"38","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","18","MOYSE Duncan","252","19","247","17","499","6","41","M","","C",NA,"47","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","19","TATE Anthony","277","9","108","19","385","11","27","M","","C",NA,"38","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMC","2018","Ivernia_Open-_18m_Fita_WRS","20","SPEIGHT Mark","275","13","54","20","329","6","29","M","","C",NA,"35","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQWC","2018","Ivernia_Open-_18m_Fita_WRS","1","FOSTER Lizzie","291","1","280","3","571","32","27","W","","C",NA,"59","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQWC","2018","Ivernia_Open-_18m_Fita_WRS","2","JENNINGS Claudine","281","3","287","1","568","29","30","W","","C",NA,"59","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQWC","2018","Ivernia_Open-_18m_Fita_WRS","3","FOSTER Lizzie","285","2","280","4","565","26","33","W","","C",NA,"59","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQWC","2018","Ivernia_Open-_18m_Fita_WRS","4","JENNINGS Claudine","277","4","284","2","561","23","35","W","","C",NA,"58","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQWC","2018","Ivernia_Open-_18m_Fita_WRS","5","DUNCANSON Pam","270","5","273","5","543","15","35","W","","C",NA,"50","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQWC","2018","Ivernia_Open-_18m_Fita_WRS","6","COOPER Gilly","266","6","271","6","537","8","40","W","","C",NA,"48","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQWC","2018","Ivernia_Open-_18m_Fita_WRS","7","ARKWRIGHT Louise","259","7","254","7","513","6","30","W","","C",NA,"36","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQWC","2018","Ivernia_Open-_18m_Fita_WRS","8","TOMAN Joan","214","8","215","8","429","2","13","W","","C",NA,"15","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMJC","2018","Ivernia_Open-_18m_Fita_WRS","1","CROW Dillon","276","2","285","1","561","23","35","M","Junior","C",NA,"58","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMJC","2018","Ivernia_Open-_18m_Fita_WRS","2","CROW Dillon","283","1","232","2","515","15","25","M","Junior","C",NA,"40","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQWJC","2018","Ivernia_Open-_18m_Fita_WRS","1","DURSHAM Verity","125","1","138","1","263","2","10","W","Junior","C",NA,"12","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMB","2018","Ivernia_Open-_18m_Fita_WRS","1","LEE John","143","1","147","1","290","3","5","M","","B",NA,"8","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMB","2018","Ivernia_Open-_18m_Fita_WRS","2","MADDERSON John","108","3","122","3","230","1","4","M","","B",NA,"5","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMB","2018","Ivernia_Open-_18m_Fita_WRS","3","PRICE Philip","123","2","104","4","227","2","5","M","","B",NA,"7","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMB","2018","Ivernia_Open-_18m_Fita_WRS","4","POWELL Colin","79","4","128","2","207","1","4","M","","B",NA,"5","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQMJB","2018","Ivernia_Open-_18m_Fita_WRS","1","GATES Alex","89","1","93","1","182","2","5","M","Junior","B",NA,"7","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQML","2018","Ivernia_Open-_18m_Fita_WRS","1","SWABEY David","186","1","170","1","356","4","6","M","","L",NA,"10","WA18"
"Ivernia_Open-_18m_Fita_WRS_2018.xlsx","IQML","2018","Ivernia_Open-_18m_Fita_WRS","2","NILSSON Mike","95","2","109","2","204","2","2","M","","L",NA,"4","WA18"
"Junior_National_Indoor_Cha_2019.xlsx","IQWJL","2019","Junior_National_Indoor_Championships","1","LOCKETT Alexandra","171","1","199","1","370",NA,NA,"W","Junior","L","58","1","WA18"
"Junior_National_Indoor_Cha_2019.xlsx","IQWJL","2019","Junior_National_Indoor_Championships","2","JOYCE Molly","115","2","117","2","232",NA,NA,"W","Junior","L","45","3","WA18"
"Junior_National_Indoor_Cha_2019.xlsx","IQWJL","2019","Junior_National_Indoor_Championships","3","RAWLINGS Anja","87","3","114","3","201",NA,NA,"W","Junior","L","43","1","WA18"
"Junior_National_Indoor_Cha_2019.xlsx","IQMJL","2019","Junior_National_Indoor_Championships","1","MAY Matthew","117","1","102","1","219",NA,NA,"M","Junior","L","47","0","WA18"
"Junior_National_Indoor_Cha_2019.xlsx","IQMJL","2019","Junior_National_Indoor_Championships","2","WALKER-MATHEWS William","81","2","60","2","141",NA,NA,"M","Junior","L","30","2","WA18"
"Junior_National_Indoor_Cha_2019.xlsx","IQWJL_2","2019","Junior_National_Indoor_Championships","1","LEDWICK Jade","189","2","205","1","394",NA,NA,"O","Junior","","60","6","WA18"
"Junior_National_Indoor_Cha_2019.xlsx","IQWJL_2","2019","Junior_National_Indoor_Championships","2","ELLIOTT Rosie","194","1","193","2","387",NA,NA,"O","Junior","","57","4","WA18"
"Junior_National_Indoor_Cha_2019.xlsx","IQWJL_2","2019","Junior_National_Indoor_Championships","3","CURRAN Grace","165","3","146","3","311",NA,NA,"O","Junior","","57","2","WA18"
"Junior_National_Indoor_Cha_2019.xlsx","IQWJL_2","2019","Junior_National_Indoor_Championships","4","HARDESTY DEAN Jessica","109","4","122","4","231",NA,NA,"O","Junior","","47","2","WA18"
"Junior_National_Indoor_Cha_2019.xlsx","IQWJL_2","2019","Junior_National_Indoor_Championships","5","USISKIN Hazel","106","5","78","5","184",NA,NA,"O","Junior","","46","0","WA18"
"Junior_National_Indoor_Cha_2019.xlsx","IQWJL_3","2019","Junior_National_Indoor_Championships","1","CROOK Lily","125","1","114","1","239",NA,NA,"O","Junior","","47","1","WA18"
"Junior_National_Indoor_Cha_2019.xlsx","IQMJL_2","2019","Junior_National_Indoor_Championships","1","WILLIAMS Ted","174","1","149","1","323",NA,NA,"O","Junior","","57","2","WA18"
"Junior_National_Indoor_Cha_2019.xlsx","IQWJB","2019","Junior_National_Indoor_Championships","1","REECE Katy","154","1","120","2","274",NA,NA,"W","Junior","B","57","1","WA18"
